infected, seed, immunised
0.0,-1873403114,90.0
0.0,-604698333,90.0
0.04504301608035675,1144833639,90.0
0.0,1059377174,90.0
0.0,2145949561,90.0
0.0900860321607135,-958159289,90.0
0.180172064321427,-1576752755,90.0
0.04504301608035675,1690881306,90.0
0.0,1626120025,90.0
0.0,582105495,90.0
0.0,-1027664530,90.0
0.0,-1304294015,90.0
0.0,913089839,90.0
0.0,-567111432,90.0
0.04504301608035675,-503059677,90.0
0.04504301608035675,1700931481,90.0
0.0,-586259027,90.0
0.0,136516783,90.0
0.04504301608035675,-1363926139,90.0
0.0,-57362189,90.0
0.0,204586365,90.0
0.0,66074340,90.0
0.0,453164710,90.0
0.0,1657896583,90.0
0.0,1290589494,90.0
0.0,1351900339,90.0
0.0900860321607135,1554372774,90.0
0.0,-2026598797,90.0
0.0,-1496589098,90.0
0.0,-1641543004,90.0
0.0,1202967802,90.0
0.180172064321427,1947842856,90.0
0.0,818322160,90.0
0.04504301608035675,-122608649,90.0
0.0,-823204663,90.0
0.0,1566505062,90.0
0.0,-477493080,90.0
0.0,-895558645,90.0
0.0,1886365685,90.0
0.0,1924843880,90.0
0.0900860321607135,1624713801,90.0
0.0,470472736,90.0
0.0,352192724,90.0
0.0,-1221244550,90.0
0.04504301608035675,-1043694394,90.0
0.0,-854645555,90.0
0.0,-840052076,90.0
0.0,1034394447,90.0
0.0,-1610918717,90.0
0.0,-165477497,90.0
0.0,-69054669,90.0
0.0,-1507684801,90.0
0.0,-1124039312,90.0
0.0,1735538942,90.0
0.0,-424829394,90.0
0.0,-123009952,90.0
0.04504301608035675,-1595505460,90.0
0.0,2141862603,90.0
0.0,-421344035,90.0
0.04504301608035675,-1392950352,90.0
0.0,905461140,90.0
0.0,-1281823665,90.0
0.0,524635022,90.0
0.0,-193307151,90.0
0.0,-333019213,90.0
0.0,775234995,90.0
0.04504301608035675,-2143304729,90.0
0.0,-2107863842,90.0
0.13512904824107025,1431114292,90.0
0.04504301608035675,-2078242629,90.0
0.0,340190877,90.0
0.04504301608035675,-82397648,90.0
0.0,135772154,90.0
0.0900860321607135,1925737252,90.0
0.0,535481202,90.0
0.0,669375751,90.0
0.0,-522895477,90.0
0.0,-1185530068,90.0
0.0900860321607135,1190320315,90.0
0.0,222720795,90.0
0.0,-1387413564,90.0
0.0,-215325647,90.0
0.04504301608035675,2000310417,90.0
0.0,-1791203200,90.0
0.0,1239320428,90.0
0.0,2068352011,90.0
0.04504301608035675,-570576019,90.0
0.0,-604069919,90.0
0.0,5278834,90.0
0.0,-679388889,90.0
0.04504301608035675,1040721168,90.0
0.0,-1730101388,90.0
0.0,175514100,90.0
0.0,1731793134,90.0
0.13512904824107025,-215036857,90.0
0.04504301608035675,-1130072766,90.0
0.0,224164105,90.0
0.0,-2042218483,90.0
0.0,-1217457806,85.0
0.0,-1093047125,85.0
0.0,1120938048,85.0
0.0,1553358756,85.0
0.3002867738690449,482312157,85.0
0.12011470954761795,-860492744,85.0
0.060057354773808976,1037782281,85.0
0.0,1469123845,85.0
0.12011470954761795,-933651101,85.0
0.0,-66187441,85.0
0.0,-518304900,85.0
0.0,779603233,85.0
0.030028677386904488,1943814433,85.0
0.0,-430229327,85.0
0.0,1640729080,85.0
0.030028677386904488,360279701,85.0
0.0,-1734152665,85.0
0.0,1359139726,85.0
0.0,-1861100779,85.0
0.030028677386904488,589573045,85.0
0.0,-1330477434,85.0
0.030028677386904488,-695413243,85.0
0.0,-721446112,85.0
0.0,931495469,85.0
0.09008603216071347,-500800358,85.0
0.0,187679183,85.0
0.0,599894486,85.0
0.060057354773808976,807144289,85.0
0.12011470954761795,-1279449613,85.0
0.0,-2052300481,85.0
0.09008603216071347,753859640,85.0
0.0,-2115888650,85.0
0.030028677386904488,839056783,85.0
0.030028677386904488,557049806,85.0
0.0,1739809113,85.0
0.0,1991842153,85.0
0.0,415661339,85.0
0.060057354773808976,32873806,85.0
0.0,1328068344,85.0
0.0,2145328636,85.0
0.0,-842182531,85.0
0.0,1289417767,85.0
0.0,936781839,85.0
0.030028677386904488,-1129067519,85.0
0.060057354773808976,152270233,85.0
0.030028677386904488,1332757570,85.0
0.030028677386904488,1406412327,85.0
0.0,1085964180,85.0
0.0,1497086074,85.0
0.030028677386904488,-1166219615,85.0
0.09008603216071347,795951844,85.0
0.060057354773808976,-1130671831,85.0
0.0,1643878671,85.0
0.0,-126136150,85.0
0.0,-1171095310,85.0
0.0,839571527,85.0
0.09008603216071347,106863948,85.0
0.060057354773808976,-1754325079,85.0
0.0,-991345057,85.0
0.2402294190952359,-1833563450,85.0
0.030028677386904488,-1100110146,85.0
0.0,-609337420,85.0
0.0,816846377,85.0
0.030028677386904488,1023864505,85.0
0.0,298162189,85.0
0.030028677386904488,-132841027,85.0
0.0,-195936314,85.0
0.030028677386904488,1563622943,85.0
0.0,443373144,85.0
0.0,2067797716,85.0
0.0,1155667283,85.0
0.0,-1886225611,85.0
0.0,-1016887724,85.0
0.0,478812927,85.0
0.0,-1042143895,85.0
0.0,-1936946272,85.0
0.060057354773808976,-1653866451,85.0
0.18017206432142693,119848320,85.0
0.0,681860360,85.0
0.0,-1140798650,85.0
0.0,1881029829,85.0
0.27025809648214044,1651403859,85.0
0.030028677386904488,1534297992,85.0
0.0,1276267238,85.0
0.030028677386904488,19276555,85.0
0.0,-1731640541,85.0
0.030028677386904488,1276160325,85.0
0.0,2023696411,85.0
0.0,42984843,85.0
0.030028677386904488,-752670516,85.0
0.0,-1789964904,85.0
0.0,-2077316656,85.0
0.0,1694518964,85.0
0.030028677386904488,-462303996,85.0
0.0,1160787123,85.0
0.12011470954761795,-30165489,85.0
0.12011470954761795,-1586829993,85.0
0.030028677386904488,154566463,85.0
0.030028677386904488,-873543124,85.0
0.0,-624900190,85.0
0.0,-1367776043,85.0
0.030028677386904488,-1617014225,85.0
0.0,1835694609,85.0
0.0,-1815554663,85.0
0.0,-49691763,85.0
0.0,1357163366,85.0
0.060057354773808976,734384198,85.0
0.030028677386904488,39735389,85.0
0.0,1941502928,85.0
0.0,-834961161,85.0
0.0,-761968727,85.0
0.0,1893582143,85.0
0.15014338693452245,1689150682,85.0
0.030028677386904488,-1989911530,85.0
0.030028677386904488,-1194904280,85.0
0.18017206432142693,196398948,85.0
0.030028677386904488,1598997867,85.0
0.0,351909116,85.0
0.030028677386904488,99615104,85.0
0.060057354773808976,-798377514,85.0
0.060057354773808976,1493368836,85.0
0.0,1603654905,85.0
0.0,389620733,85.0
0.3903728060297584,-1739343377,85.0
0.18017206432142693,1248080204,85.0
0.0,-1448134521,85.0
0.0,-491074905,85.0
0.12011470954761795,915360552,85.0
0.0,2128878882,85.0
0.0,-799308734,85.0
0.0,1372323875,85.0
0.3303154512559494,1081151284,85.0
0.0,-1652632301,85.0
0.030028677386904488,419296199,85.0
0.030028677386904488,-1814850057,85.0
0.27025809648214044,-1116964348,85.0
0.0,-1877119106,85.0
0.2402294190952359,1303315926,85.0
0.060057354773808976,184175884,85.0
0.0,-1238356927,85.0
0.15014338693452245,1844102717,85.0
0.0,-881305038,85.0
0.0,-1845384118,85.0
0.0,-378787239,85.0
0.0,1662300090,85.0
0.030028677386904488,832055877,85.0
0.0,-56138225,85.0
0.0,417726464,85.0
0.0,668706720,85.0
0.0,64789563,85.0
0.0,-1761271238,85.0
0.030028677386904488,-1611765080,85.0
0.030028677386904488,1793211068,85.0
0.09008603216071347,1278859616,85.0
0.0,-750013449,85.0
0.0,1441314498,85.0
0.030028677386904488,269785442,85.0
0.0,-155322955,85.0
0.060057354773808976,-180871921,85.0
0.0,809796511,85.0
0.09008603216071347,-1456405542,85.0
0.09008603216071347,-634659445,85.0
0.09008603216071347,-1612283901,85.0
0.030028677386904488,-1543565163,85.0
0.27025809648214044,-1229410749,85.0
0.0,-1273105397,85.0
0.0,936581854,85.0
0.0,-445847071,85.0
0.0,-1052626416,85.0
0.0,-118203147,85.0
0.030028677386904488,1763072741,85.0
0.0,-1432554934,85.0
0.0,1494034158,85.0
0.030028677386904488,-415679240,85.0
0.18017206432142693,553694336,85.0
0.0,-780639541,85.0
0.0,1389532846,85.0
0.060057354773808976,846979423,85.0
0.0,-1391229338,85.0
0.030028677386904488,-1108370197,85.0
0.18017206432142693,423035468,85.0
0.0,-1433095611,85.0
0.0,-1835364489,85.0
0.0,-1521878404,85.0
0.12011470954761795,1396665098,85.0
0.0,1021778219,85.0
0.0,1072667311,85.0
0.09008603216071347,-187743472,85.0
0.12011470954761795,-1386874141,85.0
0.0,-390024990,85.0
0.030028677386904488,1246358849,85.0
0.0,-983775860,85.0
0.4204014834166629,1325957282,85.0
0.0,-1051319356,85.0
0.18017206432142693,1269569431,85.0
0.0,-1583132251,85.0
0.0,-778207727,85.0
0.09008603216071347,705718670,85.0
0.0,99814867,85.0
0.030028677386904488,2030844074,85.0
0.0,320000558,85.0
0.0,-214231319,85.0
0.12011470954761795,-1571266121,85.0
0.0,-175198116,85.0
0.060057354773808976,-1713733086,85.0
0.15014338693452245,1963955340,85.0
0.0,1247415780,85.0
0.0,-2034417043,85.0
0.0,-1722776839,85.0
0.060057354773808976,1703677453,85.0
0.030028677386904488,1200764307,85.0
0.0,-566005116,85.0
0.0,220090677,85.0
0.0,1282160401,85.0
0.09008603216071347,-527241023,85.0
0.0,780097074,85.0
0.030028677386904488,-793335301,85.0
0.0,-1448610503,85.0
0.0,-276539599,85.0
0.0,-629028460,85.0
0.030028677386904488,-1652862587,85.0
0.0,-1944164781,85.0
0.12011470954761795,-1117086989,85.0
0.0,-945070133,85.0
0.0,-127560380,85.0
0.0,235876467,85.0
0.0,-1162028427,85.0
0.15014338693452245,1081428530,85.0
0.0,1674150830,85.0
0.0,1787166804,85.0
0.0,333657905,85.0
0.15014338693452245,699605782,85.0
0.09008603216071347,-841137299,85.0
0.15014338693452245,-777443112,85.0
0.0,-1143493750,85.0
0.0,1802300423,85.0
0.0,-1246325441,85.0
0.0,916859425,85.0
0.030028677386904488,-888309192,85.0
0.0,-1333118081,85.0
0.0,-765960909,85.0
0.060057354773808976,510140515,85.0
0.0,-505188699,85.0
0.030028677386904488,-1842416863,85.0
0.0,159011423,85.0
0.5705448703511853,-1279815500,85.0
0.0,-1411821820,85.0
0.030028677386904488,-979153819,85.0
0.030028677386904488,628322024,85.0
0.0,-1745567224,85.0
0.0,-2049783919,85.0
0.0,-403091603,85.0
0.0,-647260180,85.0
0.0,198320923,85.0
0.0,882460671,85.0
0.0,1147828881,85.0
0.0,-352645589,85.0
0.12011470954761795,1483520649,85.0
0.0,-2033122893,85.0
0.0,2021670122,85.0
0.060057354773808976,-137692184,85.0
0.0,1007559936,85.0
0.0,-1001536713,85.0
0.030028677386904488,-1508026764,85.0
0.030028677386904488,980790051,85.0
0.030028677386904488,1002311312,85.0
0.0,-1348304757,85.0
0.0,287952777,85.0
0.030028677386904488,793737725,85.0
0.0,1711943992,85.0
0.0,1100654057,85.0
0.030028677386904488,-1702198894,85.0
0.060057354773808976,-1686151684,85.0
0.0,-1663277797,85.0
0.030028677386904488,422721044,85.0
0.030028677386904488,-28246591,85.0
0.060057354773808976,411818540,85.0
0.0,1146812070,85.0
0.12011470954761795,2058061717,85.0
0.0,1448574991,85.0
0.0,2052946947,85.0
0.060057354773808976,1302890272,85.0
0.0,1892806198,85.0
0.0,48206711,85.0
0.030028677386904488,770257356,85.0
0.0,2141026181,85.0
0.0,-1624094643,85.0
0.36034412864285387,-823318978,85.0
0.0,172811750,85.0
0.030028677386904488,-1856831612,85.0
0.0,488425206,85.0
0.0,949702240,85.0
0.0,2125663281,85.0
0.060057354773808976,1398579274,85.0
0.0,1644723702,85.0
0.060057354773808976,291101036,85.0
0.0,-1924826669,85.0
0.0,-1029319925,85.0
0.09008603216071347,-721606801,85.0
0.0,439562625,85.0
0.27025809648214044,-1989072179,85.0
0.030028677386904488,-933645835,85.0
0.060057354773808976,-2076337112,85.0
0.0,-1618838369,85.0
0.030028677386904488,-970719714,85.0
0.0,943522599,85.0
0.0,512644155,85.0
0.12011470954761795,1670554711,85.0
0.0,1181201404,85.0
0.030028677386904488,-1654566320,85.0
0.0,-1837299277,85.0
0.0,-414232701,85.0
0.0,1287524421,85.0
0.0,-308903327,85.0
0.0,938675824,85.0
0.09008603216071347,1345157819,85.0
0.0,-1800374256,85.0
0.0,763004658,85.0
0.0,-758813828,85.0
0.0,1357364978,85.0
0.2402294190952359,-593685164,85.0
0.0,-1576702768,85.0
0.0,-1723856804,85.0
0.0,-562594415,85.0
0.030028677386904488,1966946717,85.0
0.0,-2084080461,85.0
0.030028677386904488,-701614783,85.0
0.060057354773808976,113874654,85.0
0.0,-485667285,85.0
0.0,1277825713,85.0
0.0,-1859231652,85.0
0.030028677386904488,439555885,85.0
0.0,-1441189944,85.0
0.0,-587001710,85.0
0.030028677386904488,1881191895,85.0
0.0,-692103855,85.0
0.0,431565169,85.0
0.0,1255611844,85.0
0.060057354773808976,1041717889,85.0
0.030028677386904488,447162401,85.0
0.030028677386904488,-1680234406,85.0
0.0,836844772,85.0
0.0,1274507011,85.0
0.12011470954761795,-1676849187,85.0
0.0,-981285108,85.0
0.030028677386904488,113579862,85.0
0.0,513956970,85.0
0.0,-1790279055,85.0
0.060057354773808976,1564104444,85.0
0.030028677386904488,-1207031121,85.0
0.18017206432142693,-784852907,85.0
0.0,-1381291486,85.0
0.0,80858394,85.0
0.0,-1183838654,85.0
0.0,1392609810,85.0
0.0,486186482,85.0
0.060057354773808976,-548126566,85.0
0.0,1295653845,85.0
0.060057354773808976,-876295365,85.0
0.0,900153481,85.0
0.0,961315398,85.0
0.12011470954761795,-668827173,85.0
0.0,7179702,85.0
0.060057354773808976,-1444910726,85.0
0.0,-1106678283,85.0
0.030028677386904488,1963406735,85.0
0.0,-1775559959,85.0
0.030028677386904488,-1751548945,85.0
0.030028677386904488,932517940,85.0
0.0,1230519191,85.0
0.030028677386904488,-1885529534,85.0
0.12011470954761795,-1077394502,85.0
0.3303154512559494,-21118411,85.0
0.030028677386904488,29804290,85.0
0.0,-1132563610,85.0
0.0,-1170125422,85.0
0.0,-110665442,85.0
0.060057354773808976,1482772375,85.0
0.0,377727517,85.0
0.060057354773808976,1241690504,85.0
0.0,302986115,85.0
0.0,-1625621368,85.0
0.0,599805123,85.0
0.0,-1534888141,85.0
0.030028677386904488,-971323217,85.0
0.0,-208320996,85.0
0.0,1446279526,85.0
0.060057354773808976,479512708,85.0
0.0,1602905977,85.0
0.0,-726893717,85.0
0.030028677386904488,-1281267704,85.0
0.0,-488559638,85.0
0.0,865789856,85.0
0.0,-1530821933,85.0
0.030028677386904488,49191991,85.0
0.0,-1865267816,85.0
0.0,578033310,85.0
0.0,-803790075,85.0
0.030028677386904488,415633558,85.0
0.0,-728852360,85.0
0.0,-329686498,85.0
0.0,1186658898,85.0
0.030028677386904488,-2073933177,85.0
0.030028677386904488,-1460668667,85.0
0.0,449778633,85.0
0.0,427446812,85.0
0.030028677386904488,-610704296,85.0
0.09008603216071347,625426409,85.0
0.0,712520739,85.0
0.0,-1478997740,85.0
0.0,1846264919,85.0
0.0,2093900899,85.0
0.0,-1253360151,85.0
0.060057354773808976,-1848327315,85.0
0.0,564493480,85.0
0.21020074170833145,1792344624,85.0
0.0,-1916103871,85.0
0.060057354773808976,-1204104026,85.0
0.0,1253192941,85.0
0.0,-971279056,85.0
0.0,-2049804210,85.0
0.030028677386904488,413096815,85.0
0.0,-2071288658,85.0
0.0,1925416417,85.0
0.0,-1640753126,85.0
0.030028677386904488,-1529750605,85.0
0.030028677386904488,1415599,85.0
0.030028677386904488,-2050630277,85.0
0.0,-1635221063,85.0
0.0,-1341396278,85.0
0.0,1017517000,85.0
0.0,1655474272,85.0
0.0,-1935808136,85.0
0.030028677386904488,117426816,85.0
0.0,-1666195733,85.0
0.030028677386904488,-1517035481,85.0
0.09008603216071347,466369254,85.0
0.060057354773808976,493417175,85.0
0.0,-1363741025,85.0
0.030028677386904488,-75764050,85.0
0.030028677386904488,338200959,85.0
0.12011470954761795,683011233,85.0
0.0,-1940791182,85.0
0.09008603216071347,-129337664,85.0
0.0,-1636088732,85.0
0.12011470954761795,-21137603,85.0
0.0,2002475312,85.0
0.030028677386904488,-15927432,85.0
0.0,-235440833,85.0
0.0,708437398,85.0
0.0,1095165308,85.0
0.18017206432142693,917602853,85.0
0.030028677386904488,1804861663,85.0
0.0,109739332,85.0
0.0,-460470679,85.0
0.060057354773808976,-993050414,85.0
0.0,-628007314,85.0
0.0,-243762095,85.0
0.9008603216071347,722715249,85.0
0.060057354773808976,-1582407086,85.0
0.0,2014050764,85.0
0.0,-573078423,85.0
0.0,-317790992,85.0
0.0,264694542,85.0
0.0,67834249,85.0
0.030028677386904488,1126409506,85.0
0.0,-830529371,85.0
0.030028677386904488,706650016,85.0
0.0,1616567491,85.0
0.15014338693452245,-818126846,85.0
0.0,848469816,85.0
0.09008603216071347,-1203479271,85.0
0.030028677386904488,-1765353325,85.0
0.060057354773808976,1306456145,85.0
0.030028677386904488,241888756,85.0
0.0,-1621796712,85.0
0.030028677386904488,1987254294,85.0
0.030028677386904488,-1093518952,85.0
0.030028677386904488,248297802,85.0
0.030028677386904488,-1622144607,85.0
0.030028677386904488,-879636669,85.0
0.0,-322789535,85.0
0.030028677386904488,-1542599497,85.0
0.15014338693452245,2022008743,85.0
0.0,865592876,85.0
0.0,-1906202317,85.0
0.0,133613042,85.0
0.0,-1428383727,85.0
0.030028677386904488,-791796176,85.0
0.030028677386904488,1642725325,85.0
0.030028677386904488,-973700972,85.0
0.0,-1579576531,85.0
0.0,632604490,85.0
0.0,1848795637,85.0
0.0,1137114321,85.0
0.0,-1418321363,85.0
0.0,809676554,85.0
0.3002867738690449,-1653237696,85.0
0.21020074170833145,1191402302,85.0
0.0,1552566195,85.0
0.0,244825365,85.0
0.0,1548081076,85.0
0.09008603216071347,495325284,85.0
0.0,1442667443,85.0
0.030028677386904488,1024110251,85.0
0.0,-642393258,85.0
0.0,-389967545,85.0
0.0,360126346,85.0
0.0,1731772057,85.0
0.0,1843846609,85.0
0.0,91434147,85.0
0.15014338693452245,-2099571157,85.0
0.030028677386904488,1528071472,85.0
0.0,-1459060403,85.0
0.0,-943242302,85.0
0.27025809648214044,1938436843,85.0
0.18017206432142693,-1465865866,85.0
0.0,1075388380,85.0
0.060057354773808976,-908167544,85.0
0.09008603216071347,-1818776058,85.0
0.15014338693452245,1917671332,85.0
0.09008603216071347,-1914711965,85.0
0.0,-361503124,85.0
0.030028677386904488,1572687862,85.0
0.0,2066764741,85.0
0.0,-1776354106,85.0
0.0,-1433873797,85.0
0.0,1391649155,85.0
0.2402294190952359,964012332,85.0
0.0,2237772,85.0
0.0,-2145455151,85.0
0.4804588381904718,2138289026,85.0
0.0,818993081,85.0
0.0,1252138273,85.0
0.18017206432142693,373951751,85.0
0.0,-40304451,85.0
0.030028677386904488,996174,85.0
0.0,-1793318106,85.0
0.0,1221244320,85.0
0.0,-1570679738,85.0
0.0,788501916,85.0
