"[run number]","SCENARIO","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","[step]","MaxI%","nb-non-S%","epidemic-duration-final"
"834","Laisser-faire","1","2","0.8","135","0.05","0.1","34"
"845","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"840","Laisser-faire","1","2","0.8","120","0.1","0.1","30"
"847","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"842","Laisser-faire","1","2","0.8","112","0.1","0.1","28"
"846","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"836","Laisser-faire","1","2","0.8","156","0.15","0.25","39"
"848","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"830","Laisser-faire","1","2","0.8","210","0.15","0.25","53"
"844","Laisser-faire","1","2","0.8","132","0.05","0.1","33"
"849","Laisser-faire","1","2","0.8","93","0.15","0.15","23"
"851","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"852","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"856","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"857","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"859","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"850","Laisser-faire","1","2","0.8","152","0.1","0.15","38"
"790","Laisser-faire","1","2","0.3","496","45.9","76.7","124"
"862","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"863","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"864","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"865","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"853","Laisser-faire","1","2","0.8","160","0.2","0.25","40"
"866","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"860","Laisser-faire","1","2","0.8","132","0.15","0.2","33"
"868","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"867","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"855","Laisser-faire","1","2","0.8","180","0.5","0.6","45"
"869","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"870","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"871","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"874","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"861","Laisser-faire","1","2","0.8","181","0.15","0.2","45"
"875","Laisser-faire","1","2","0.8","82","0.15","0.15","21"
"877","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"876","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"879","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"878","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"880","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"816","Laisser-faire","1","2","0.8","493","39.35","71.95","123"
"884","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"885","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"887","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"888","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"883","Laisser-faire","1","2","0.8","104","0.15","0.15","26"
"886","Laisser-faire","1","2","0.8","104","0.2","0.2","26"
"882","Laisser-faire","1","2","0.8","135","0.05","0.1","34"
"872","Laisser-faire","1","2","0.8","232","0.5","1","58"
"889","Laisser-faire","1","2","0.8","126","0.25","0.25","32"
"892","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"893","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"894","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"873","Laisser-faire","1","2","0.8","230","0.65","0.8999999999999999","58"
"810","Laisser-faire","1","2","0.8","606","60.3","83.65","152"
"895","Laisser-faire","1","2","0.8","92","0.1","0.1","23"
"813","Laisser-faire","1","2","0.8","613","38.85","76.95","153"
"896","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"898","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"890","Laisser-faire","1","2","0.8","177","0.2","0.3","44"
"891","Laisser-faire","1","2","0.8","146","0.2","0.25","37"
"903","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"897","Laisser-faire","1","2","0.8","118","0.1","0.1","30"
"907","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"899","Laisser-faire","1","2","0.8","120","0.1","0.1","30"
"905","Laisser-faire","1","3","0.1","102","0.1","0.1","26"
"901","Laisser-faire","1","3","0.1","133","0.1","0.15","33"
"910","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"912","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"909","Laisser-faire","1","3","0.1","128","0.2","0.25","32"
"917","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"916","Laisser-faire","1","3","0.1","92","0.1","0.1","23"
"858","Laisser-faire","1","2","0.8","509","57.45","82.75","127"
"918","Laisser-faire","1","3","0.1","101","0.3","0.3","25"
"913","Laisser-faire","1","3","0.1","162","0.2","0.35000000000000003","41"
"854","Laisser-faire","1","2","0.8","556","52.7","79.2","139"
"920","Laisser-faire","1","3","0.1","90","0.1","0.1","23"
"923","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"924","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"919","Laisser-faire","1","3","0.1","165","0.2","0.3","41"
"921","Laisser-faire","1","3","0.1","137","0.1","0.15","34"
"925","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"930","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"932","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"927","Laisser-faire","1","3","0.1","182","0.15","0.25","46"
"881","Laisser-faire","1","2","0.8","569","41.65","81.25","142"
"904","Laisser-faire","1","3","0.1","447","56.00000000000001","86.95","112"
"931","Laisser-faire","1","3","0.1","200","0.4","0.75","50"
"902","Laisser-faire","1","3","0.1","483","55.95","89.60000000000001","121"
"906","Laisser-faire","1","3","0.1","472","64.3","89.2","118"
"936","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"908","Laisser-faire","1","3","0.1","460","46.35","87.4","115"
"911","Laisser-faire","1","3","0.1","466","65.5","89.55","117"
"937","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"915","Laisser-faire","1","3","0.1","444","59.050000000000004","84.7","111"
"938","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"900","Laisser-faire","1","2","0.8","540","39.65","78.25","135"
"933","Laisser-faire","1","3","0.1","169","0.15","0.25","42"
"939","Laisser-faire","1","3","0.1","88","0.1","0.1","22"
"941","Laisser-faire","1","3","0.1","87","0.1","0.1","22"
"914","Laisser-faire","1","3","0.1","493","47.199999999999996","85.6","123"
"944","Laisser-faire","1","3","0.1","77","0.1","0.1","19"
"947","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"922","Laisser-faire","1","3","0.1","429","56.49999999999999","87.35000000000001","107"
"946","Laisser-faire","1","3","0.1","86","0.1","0.1","22"
"943","Laisser-faire","1","3","0.1","108","0.2","0.2","27"
"948","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"949","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"953","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"952","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"956","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"945","Laisser-faire","1","3","0.1","204","0.2","0.3","51"
"957","Laisser-faire","1","3","0.1","111","0.15","0.15","28"
"926","Laisser-faire","1","3","0.1","484","80.4","91.3","121"
"950","Laisser-faire","1","3","0.1","182","0.35000000000000003","0.7000000000000001","46"
"955","Laisser-faire","1","3","0.1","164","0.1","0.15","41"
"928","Laisser-faire","1","3","0.1","484","69.65","90.05","121"
"960","Laisser-faire","1","3","0.1","106","0.15","0.15","27"
"961","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"929","Laisser-faire","1","3","0.1","491","54.949999999999996","85.55","123"
"963","Laisser-faire","1","3","0.1","124","0.1","0.1","31"
"968","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"969","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"964","Laisser-faire","1","3","0.1","148","0.1","0.15","37"
"962","Laisser-faire","1","3","0.1","176","0.4","0.5499999999999999","44"
"934","Laisser-faire","1","3","0.1","456","65.55","87.9","114"
"967","Laisser-faire","1","3","0.1","139","0.25","0.3","35"
"965","Laisser-faire","1","3","0.1","165","0.4","0.5","41"
"971","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"935","Laisser-faire","1","3","0.1","481","54.2","83.45","120"
"974","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"975","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"977","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"978","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"940","Laisser-faire","1","3","0.1","471","61.45","89.25","118"
"973","Laisser-faire","1","3","0.1","140","0.05","0.1","35"
"981","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"980","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"951","Laisser-faire","1","3","0.1","416","46.2","84.25","104"
"983","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"954","Laisser-faire","1","3","0.1","413","63.9","87.5","103"
"985","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"986","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"942","Laisser-faire","1","3","0.1","523","48.5","83.3","131"
"984","Laisser-faire","1","3","0.1","96","0.1","0.1","24"
"987","Laisser-faire","1","3","0.1","92","0.1","0.1","23"
"990","Laisser-faire","1","3","0.1","72","0.05","0.05","18"
"982","Laisser-faire","1","3","0.1","164","0.1","0.15","41"
"959","Laisser-faire","1","3","0.1","436","69.3","90.64999999999999","109"
"958","Laisser-faire","1","3","0.1","460","49.5","85.35000000000001","115"
"988","Laisser-faire","1","3","0.1","146","0.15","0.2","37"
"993","Laisser-faire","1","3","0.1","132","0.15","0.2","33"
"966","Laisser-faire","1","3","0.1","417","45.5","86.15","104"
"1001","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"970","Laisser-faire","1","3","0.1","436","49","85.8","109"
"1002","Laisser-faire","1","3","0.3","116","0.15","0.15","29"
"999","Laisser-faire","1","3","0.1","172","0.1","0.2","43"
"972","Laisser-faire","1","3","0.1","439","59.099999999999994","85.7","110"
"1005","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1006","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"976","Laisser-faire","1","3","0.1","459","56.10000000000001","88.05","115"
"979","Laisser-faire","1","3","0.1","439","58.85","87.35000000000001","110"
"1008","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1004","Laisser-faire","1","3","0.3","157","0.25","0.35000000000000003","39"
"989","Laisser-faire","1","3","0.1","405","54.7","86.25","101"
"991","Laisser-faire","1","3","0.1","426","59.35","85.39999999999999","107"
"996","Laisser-faire","1","3","0.1","424","52.75","87.64999999999999","106"
"994","Laisser-faire","1","3","0.1","456","63.9","88.35","114"
"992","Laisser-faire","1","3","0.1","462","49.7","87.05000000000001","116"
"998","Laisser-faire","1","3","0.1","423","63.7","86.35000000000001","106"
"995","Laisser-faire","1","3","0.1","456","63.6","88.14999999999999","114"
"1015","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"997","Laisser-faire","1","3","0.1","439","51.6","81.55","110"
"1000","Laisser-faire","1","3","0.1","425","56.10000000000001","87.15","106"
"1016","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1017","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1018","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1021","Laisser-faire","1","3","0.3","124","0.2","0.2","31"
"1003","Laisser-faire","1","3","0.3","429","40.9","80.10000000000001","107"
"1022","Laisser-faire","1","3","0.3","148","0.25","0.3","37"
"1027","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1024","Laisser-faire","1","3","0.3","152","0.15","0.2","38"
"1023","Laisser-faire","1","3","0.3","188","0.5","0.6","47"
"1020","Laisser-faire","1","3","0.3","220","0.3","0.5499999999999999","55"
"1029","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1028","Laisser-faire","1","3","0.3","112","0.1","0.1","28"
"1030","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1031","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1007","Laisser-faire","1","3","0.3","464","56.49999999999999","87.5","116"
"1035","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1010","Laisser-faire","1","3","0.3","465","55.60000000000001","87.6","116"
"1037","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1009","Laisser-faire","1","3","0.3","477","48.6","84.45","119"
"1033","Laisser-faire","1","3","0.3","136","0.1","0.15","34"
"1014","Laisser-faire","1","3","0.3","420","56.3","87.6","105"
"1012","Laisser-faire","1","3","0.3","484","49.4","86","121"
"1013","Laisser-faire","1","3","0.3","501","52.949999999999996","85.1","125"
"1011","Laisser-faire","1","3","0.3","535","53.300000000000004","84.75","134"
"1042","Laisser-faire","1","3","0.3","128","0.15","0.2","32"
"1045","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1044","Laisser-faire","1","3","0.3","105","0.1","0.1","26"
"1047","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1019","Laisser-faire","1","3","0.3","444","52.400000000000006","84.1","111"
"1048","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1049","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1050","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1025","Laisser-faire","1","3","0.3","430","43.9","82.05","108"
"1032","Laisser-faire","1","3","0.3","320","0.5","1.15","80"
"1056","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1053","Laisser-faire","1","3","0.3","96","0.15","0.15","24"
"1055","Laisser-faire","1","3","0.3","85","0.1","0.1","21"
"1057","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1026","Laisser-faire","1","3","0.3","498","52.800000000000004","86.75","125"
"1054","Laisser-faire","1","3","0.3","140","0.2","0.3","35"
"1060","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1051","Laisser-faire","1","3","0.3","176","0.15","0.3","44"
"1058","Laisser-faire","1","3","0.3","120","0.2","0.2","30"
"1062","Laisser-faire","1","3","0.3","96","0.1","0.1","24"
"1059","Laisser-faire","1","3","0.3","112","0.15","0.15","28"
"1063","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1038","Laisser-faire","1","3","0.3","414","58.650000000000006","87.2","104"
"1034","Laisser-faire","1","3","0.3","454","42.25","84.45","114"
"1066","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1067","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1040","Laisser-faire","1","3","0.3","412","56.25","86.7","103"
"1036","Laisser-faire","1","3","0.3","461","54.50000000000001","86.4","115"
"1069","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1064","Laisser-faire","1","3","0.3","128","0.05","0.1","32"
"1065","Laisser-faire","1","3","0.3","142","0.3","0.35000000000000003","36"
"1061","Laisser-faire","1","3","0.3","212","0.44999999999999996","0.6","53"
"1070","Laisser-faire","1","3","0.3","112","0.1","0.1","28"
"1074","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1075","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1039","Laisser-faire","1","3","0.3","469","65.95","87.5","117"
"1043","Laisser-faire","1","3","0.3","439","56.599999999999994","87.1","110"
"1041","Laisser-faire","1","3","0.3","468","47.199999999999996","83.35000000000001","117"
"1076","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1077","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1081","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1082","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1084","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1073","Laisser-faire","1","3","0.3","150","0.15","0.2","38"
"1072","Laisser-faire","1","3","0.3","169","0.35000000000000003","0.44999999999999996","42"
"1046","Laisser-faire","1","3","0.3","461","81.35","92","115"
"1083","Laisser-faire","1","3","0.3","128","0.05","0.1","32"
"1089","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1091","Laisser-faire","1","3","0.3","72","0.05","0.05","18"
"1092","Laisser-faire","1","3","0.3","88","0.2","0.2","22"
"1093","Laisser-faire","1","3","0.3","80","0.1","0.1","20"
"1052","Laisser-faire","1","3","0.3","458","51.15","87.75","115"
"1090","Laisser-faire","1","3","0.3","128","0.25","0.3","32"
"1085","Laisser-faire","1","3","0.3","188","0.15","0.3","47"
"1087","Laisser-faire","1","3","0.3","215","0.25","0.5","54"
"1096","Laisser-faire","1","3","0.3","116","0.2","0.2","29"
"1101","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1098","Laisser-faire","1","3","0.3","108","0.1","0.1","27"
"1102","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1100","Laisser-faire","1","3","0.3","121","0.2","0.2","30"
"1103","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1104","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1105","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1094","Laisser-faire","1","3","0.3","229","0.3","0.5499999999999999","57"
"1107","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1068","Laisser-faire","1","3","0.3","454","52.25","85.45","114"
"1109","Laisser-faire","1","3","0.8","76","0.1","0.1","19"
"1110","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1071","Laisser-faire","1","3","0.3","468","52","86.2","117"
"1111","Laisser-faire","1","3","0.8","80","0.1","0.1","20"
"1112","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1078","Laisser-faire","1","3","0.3","422","52.400000000000006","84.75","106"
"1114","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1115","Laisser-faire","1","3","0.8","84","0.1","0.1","21"
"1116","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1117","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1079","Laisser-faire","1","3","0.3","472","69.5","89.2","118"
"1080","Laisser-faire","1","3","0.3","480","53.400000000000006","87.4","120"
"1121","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1122","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1086","Laisser-faire","1","3","0.3","478","63.6","88.35","120"
"1123","Laisser-faire","1","3","0.8","84","0.1","0.1","21"
"1118","Laisser-faire","1","3","0.8","156","0.2","0.25","39"
"1124","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1088","Laisser-faire","1","3","0.3","460","65.55","89.35","115"
"1125","Laisser-faire","1","3","0.8","84","0.1","0.1","21"
"1095","Laisser-faire","1","3","0.3","436","62.45","86.65","109"
"1126","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1128","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1127","Laisser-faire","1","3","0.8","76","0.1","0.1","19"
"1129","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1130","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1131","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1097","Laisser-faire","1","3","0.3","457","60.099999999999994","87.1","114"
"1135","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1136","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1137","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1138","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1099","Laisser-faire","1","3","0.3","464","66.4","88.75","116"
"1140","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1134","Laisser-faire","1","3","0.8","110","0.1","0.1","28"
"1133","Laisser-faire","1","3","0.8","128","0.35000000000000003","0.4","32"
"1139","Laisser-faire","1","3","0.8","96","0.1","0.1","24"
"1143","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1132","Laisser-faire","1","3","0.8","188","0.5","0.75","47"
"1147","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1106","Laisser-faire","1","3","0.8","432","56.15","85.95","108"
"1148","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1149","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1144","Laisser-faire","1","3","0.8","120","0.1","0.1","30"
"1141","Laisser-faire","1","3","0.8","142","0.4","0.44999999999999996","36"
"1152","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1142","Laisser-faire","1","3","0.8","167","0.35000000000000003","0.44999999999999996","42"
"1113","Laisser-faire","1","3","0.8","422","54.75","83.15","106"
"1153","Laisser-faire","1","3","0.8","92","0.15","0.15","23"
"1151","Laisser-faire","1","3","0.8","120","0.1","0.1","30"
"1108","Laisser-faire","1","3","0.8","489","64.55","87.4","122"
"1119","Laisser-faire","1","3","0.8","417","54.7","84.15","104"
"1154","Laisser-faire","1","3","0.8","125","0.15","0.15","31"
"1160","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1164","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1158","Laisser-faire","1","3","0.8","132","0.05","0.1","33"
"1161","Laisser-faire","1","3","0.8","120","0.1","0.1","30"
"1166","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1120","Laisser-faire","1","3","0.8","452","52.55","84.8","113"
"1163","Laisser-faire","1","3","0.8","116","0.1","0.1","29"
"1169","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1157","Laisser-faire","1","3","0.8","227","0.4","0.5","57"
"1171","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1173","Laisser-faire","1","3","0.8","100","0.15","0.15","25"
"1170","Laisser-faire","1","3","0.8","132","0.1","0.15","33"
"1175","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1168","Laisser-faire","1","3","0.8","180","0.15","0.25","45"
"1176","Laisser-faire","1","3","0.8","80","0.1","0.1","20"
"1177","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1178","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1179","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1145","Laisser-faire","1","3","0.8","436","58.650000000000006","84.2","109"
"1182","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1146","Laisser-faire","1","3","0.8","455","53.449999999999996","86.25","114"
"1183","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1180","Laisser-faire","1","3","0.8","132","0.05","0.1","33"
"1181","Laisser-faire","1","3","0.8","129","0.05","0.1","32"
"1150","Laisser-faire","1","3","0.8","450","55.55","83.25","113"
"1184","Laisser-faire","1","3","0.8","84","0.1","0.1","21"
"1185","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1155","Laisser-faire","1","3","0.8","439","61.1","84.89999999999999","110"
"1186","Laisser-faire","1","3","0.8","84","0.1","0.1","21"
"1156","Laisser-faire","1","3","0.8","442","68.5","89.95","111"
"1189","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1192","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1187","Laisser-faire","1","3","0.8","116","0.1","0.1","29"
"1195","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1191","Laisser-faire","1","3","0.8","116","0.1","0.1","29"
"1190","Laisser-faire","1","3","0.8","140","0.05","0.1","35"
"1162","Laisser-faire","1","3","0.8","456","56.39999999999999","86.45","114"
"1199","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1188","Laisser-faire","1","3","0.8","180","0.5","0.5499999999999999","45"
"1197","Laisser-faire","1","3","0.8","104","0.1","0.1","26"
"1159","Laisser-faire","1","3","0.8","500","51.05","84.25","125"
"1200","Laisser-faire","1","3","0.8","72","0.05","0.05","18"
"1167","Laisser-faire","1","3","0.8","450","63.800000000000004","85.5","113"
"1196","Laisser-faire","1","3","0.8","145","0.1","0.15","36"
"1201","Laisser-faire","10","0.5","0.1","108","0.65","0.65","27"
"1165","Laisser-faire","1","3","0.8","488","56.65","81.5","122"
"1202","Laisser-faire","10","0.5","0.1","124","0.8","0.8","31"
"1206","Laisser-faire","10","0.5","0.1","117","0.6","0.6","29"
"1172","Laisser-faire","1","3","0.8","474","76.2","90.95","119"
"1203","Laisser-faire","10","0.5","0.1","140","0.5499999999999999","0.65","35"
"1205","Laisser-faire","10","0.5","0.1","136","0.5","0.5499999999999999","34"
"1204","Laisser-faire","10","0.5","0.1","141","0.5","0.5499999999999999","35"
"1207","Laisser-faire","10","0.5","0.1","132","0.5","0.5499999999999999","33"
"1209","Laisser-faire","10","0.5","0.1","128","0.5","0.5499999999999999","32"
"1174","Laisser-faire","1","3","0.8","471","60.45","87.6","118"
"1211","Laisser-faire","10","0.5","0.1","106","0.65","0.65","27"
"1210","Laisser-faire","10","0.5","0.1","137","0.6","0.65","34"
"1213","Laisser-faire","10","0.5","0.1","88","0.5499999999999999","0.5499999999999999","22"
"1215","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1208","Laisser-faire","10","0.5","0.1","168","0.7000000000000001","0.8","42"
"1222","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1212","Laisser-faire","10","0.5","0.1","164","0.6","0.8500000000000001","41"
"1223","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1224","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1214","Laisser-faire","10","0.5","0.1","140","0.5499999999999999","0.6","35"
"1216","Laisser-faire","10","0.5","0.1","140","0.65","0.75","35"
"1220","Laisser-faire","10","0.5","0.1","110","0.65","0.65","28"
"1221","Laisser-faire","10","0.5","0.1","117","0.5499999999999999","0.5499999999999999","29"
"1218","Laisser-faire","10","0.5","0.1","140","0.5499999999999999","0.6","35"
"1217","Laisser-faire","10","0.5","0.1","142","0.6","0.65","36"
"1219","Laisser-faire","10","0.5","0.1","136","0.65","0.7000000000000001","34"
"1225","Laisser-faire","10","0.5","0.1","96","0.7000000000000001","0.7000000000000001","24"
"1193","Laisser-faire","1","3","0.8","396","51.5","81.55","99"
"1226","Laisser-faire","10","0.5","0.1","122","0.65","0.65","31"
"1229","Laisser-faire","10","0.5","0.1","86","0.5499999999999999","0.5499999999999999","22"
"1231","Laisser-faire","10","0.5","0.1","92","0.5499999999999999","0.5499999999999999","23"
"1228","Laisser-faire","10","0.5","0.1","140","0.5","0.5499999999999999","35"
"1227","Laisser-faire","10","0.5","0.1","152","0.5499999999999999","0.65","38"
"1230","Laisser-faire","10","0.5","0.1","136","0.6","0.65","34"
"1232","Laisser-faire","10","0.5","0.1","132","0.6","0.65","33"
"1237","Laisser-faire","10","0.5","0.1","116","0.6","0.6","29"
"1234","Laisser-faire","10","0.5","0.1","128","0.5499999999999999","0.6","32"
"1235","Laisser-faire","10","0.5","0.1","124","0.65","0.65","31"
"1194","Laisser-faire","1","3","0.8","456","75.7","91.10000000000001","114"
"1238","Laisser-faire","10","0.5","0.1","136","0.65","0.7000000000000001","34"
"1241","Laisser-faire","10","0.5","0.1","108","0.6","0.6","27"
"1240","Laisser-faire","10","0.5","0.1","132","0.5499999999999999","0.6","33"
"1198","Laisser-faire","1","3","0.8","455","55.800000000000004","83.6","114"
"1244","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1233","Laisser-faire","10","0.5","0.1","196","0.7000000000000001","0.8999999999999999","49"
"1243","Laisser-faire","10","0.5","0.1","118","0.7000000000000001","0.7000000000000001","30"
"1242","Laisser-faire","10","0.5","0.1","148","0.65","0.75","37"
"1246","Laisser-faire","10","0.5","0.1","109","0.6","0.6","27"
"1239","Laisser-faire","10","0.5","0.1","190","0.7000000000000001","0.8","48"
"1249","Laisser-faire","10","0.5","0.1","116","0.7000000000000001","0.7000000000000001","29"
"1247","Laisser-faire","10","0.5","0.1","136","0.65","0.75","34"
