"BehaviorSpace results (NetLogo 6.1.1)"
"CoVprehension_backtracking_V10VersionSite_180520.nlogo"
"Explo_V10_Scenario2"
"05/19/2020 10:06:53:371 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","Temps-d'attente-pour-la-réalisation-du-test","Probabilité-que-le-test-soit-efficace","Probabilité-de-respect-du-confinement","SCENARIO","[step]","MaxI%","nb-non-S%","epidemic-duration-final","Max-Conf%","total-population-locked%","population-tested%","total-nb-tests","total-nb-contagious","contagious-detected%","contagious-lockeddown%","proportion-non-contagious-lockeddown%","proportion-total-contagious-lockeddown-tracked","proportion-total-contagious-lockeddown-symptom"
"154","1","0.5","0.3","0","0.95","1","Confinement simple","162","0.15","0.2","41","0.35000000000000003","0.35000000000000003","0.05","1","4","25","100","60","0","100"
"171","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"172","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.25","0.25","0.05","1","1","100","100","80","0","100"
"174","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"164","1","0.5","0.3","0","0.95","1","Confinement simple","134","0.05","0.1","34","0.25","0.25","0.05","2","2","50","100","66.66666666666666","0","100"
"163","1","0.5","0.3","0","0.95","1","Confinement simple","152","0.15","0.2","38","0.35000000000000003","0.35000000000000003","0.05","1","4","25","100","60","0","100"
"173","1","0.5","0.3","0","0.95","1","Confinement simple","117","0.1","0.1","29","0.2","0.2","0.05","1","2","50","100","60","0","100"
"178","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"169","1","0.5","0.3","0","0.95","1","Confinement simple","127","0.05","0.1","32","0.15","0.15","0.05","1","2","50","100","50","0","100"
"180","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.3","0.3","0.05","1","1","100","100","83.33333333333334","0","100"
"182","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"175","1","0.5","0.3","0","0.95","1","Confinement simple","122","0.1","0.1","31","0.15","0.15","0.05","1","2","50","100","50","0","100"
"185","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.3","0.3","0.05","1","1","100","100","83.33333333333334","0","100"
"176","1","0.5","0.3","0","0.95","1","Confinement simple","116","0.15","0.15","29","0.3","0.3","0.05","1","3","33.33333333333333","100","62.5","0","100"
"186","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"183","1","0.5","0.3","0","0.95","1","Confinement simple","95","0.1","0.1","24","0.25","0.25","0.05","1","2","50","100","66.66666666666666","0","100"
"177","1","0.5","0.3","0","0.95","1","Confinement simple","121","0.15","0.15","30","0.25","0.25","0.05","1","3","33.33333333333333","100","57.14285714285714","0","100"
"179","1","0.5","0.3","0","0.95","1","Confinement simple","128","0.05","0.1","32","0.25","0.25","0.05","1","2","50","100","66.66666666666666","0","100"
"188","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.05","0.05","0.05","1","1","100","100","0","0","100"
"189","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"190","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.05","0.05","0.05","1","1","100","100","0","0","100"
"181","1","0.5","0.3","0","0.95","1","Confinement simple","133","0.05","0.1","33","0.1","0.1","0.05","1","2","50","100","33.33333333333333","0","100"
"192","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"187","1","0.5","0.3","0","0.95","1","Confinement simple","108","0.15","0.15","27","0.15","0.15","0.05","1","3","33.33333333333333","100","40","0","100"
"193","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"191","1","0.5","0.3","0","0.95","1","Confinement simple","88","0.1","0.1","22","0.25","0.25","0.05","1","2","50","100","60","50","50"
"184","1","0.5","0.3","0","0.95","1","Confinement simple","138","0.05","0.1","35","0","0","0","0","2","0","0","0","0","0"
"194","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"196","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"197","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"198","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","3","1","100","100","50","0","100"
"199","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"200","1","0.5","0.3","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"201","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"202","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"203","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"204","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"205","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.2","0.2","0.05","1","1","100","100","75","0","100"
"206","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"207","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"208","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.25","0.25","0.05","1","1","100","100","80","0","100"
"209","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"210","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"211","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"212","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"213","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"214","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"195","1","0.5","0.3","0","0.95","1","Confinement simple","161","0.1","0.15","40","0.15","0.15","0.05","1","3","33.33333333333333","100","40","0","100"
"215","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"216","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"218","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"219","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"222","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"221","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"223","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"224","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"225","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"220","1","0.5","0.8","0","0.95","1","Confinement simple","84","0.1","0.1","21","0.15","0.15","0.05","1","2","50","100","33.33333333333333","50","50"
"226","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"227","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"228","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"229","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"230","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.2","0.2","0.05","2","1","100","100","75","0","100"
"231","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"217","1","0.5","0.8","0","0.95","1","Confinement simple","136","0.05","0.1","34","0","0","0","0","2","0","0","0","0","0"
"232","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"233","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"234","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"235","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"236","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"237","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"238","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"239","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"240","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"241","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"242","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.25","0.25","0.05","1","1","100","100","80","0","100"
"243","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"245","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"246","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"247","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"249","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"250","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"248","1","0.5","0.8","0","0.95","1","Confinement simple","87","0.1","0.1","22","0","0","0","0","2","0","0","0","0","0"
"244","1","0.5","0.8","0","0.95","1","Confinement simple","112","0.1","0.1","28","0.25","0.25","0.05","1","2","50","100","60","50","50"
"252","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"251","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"253","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"254","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"255","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"256","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"257","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"258","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.3","0.3","0.05","1","1","100","100","83.33333333333334","0","100"
"259","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"260","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"261","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"262","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"263","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"264","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"265","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"267","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"268","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"270","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"271","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"269","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"273","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"272","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"274","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"266","1","0.5","0.8","0","0.95","1","Confinement simple","90","0.1","0.1","23","0","0","0","0","2","0","0","0","0","0"
"275","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"277","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"278","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"279","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"280","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"281","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"282","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"286","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"284","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"287","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"288","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"276","1","0.5","0.8","0","0.95","1","Confinement simple","124","0.1","0.1","31","0","0","0","0","2","0","0","0","0","0"
"289","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"290","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"291","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"292","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"285","1","0.5","0.8","0","0.95","1","Confinement simple","116","0.1","0.1","29","0.25","0.25","0.05","1","2","50","100","60","50","50"
"293","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"283","1","0.5","0.8","0","0.95","1","Confinement simple","124","0.1","0.1","31","0.15","0.15","0.05","1","2","50","100","50","0","100"
"294","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"295","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"296","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"297","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"298","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"299","1","0.5","0.8","0","0.95","1","Confinement simple","72","0.05","0.05","18","0","0","0","0","1","0","0","0","0","0"
"301","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.25","0.25","0.05","1","1","100","100","80","0","100"
"302","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"303","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"305","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.2","0.2","0.05","1","1","100","100","75","0","100"
"300","1","0.5","0.8","0","0.95","1","Confinement simple","99","0.1","0.1","25","0.15","0.15","0.05","1","2","50","100","50","0","100"
"306","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"307","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"308","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"304","1","1","0.1","0","0.95","1","Confinement simple","119","0.15","0.15","30","0.3","0.3","0.05","1","3","33.33333333333333","100","62.5","0","100"
"312","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.2","0.2","0.05","1","1","100","100","75","0","100"
"314","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.2","0.2","0.05","1","1","100","100","75","0","100"
"315","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"309","1","1","0.1","0","0.95","1","Confinement simple","96","0.1","0.1","24","0.2","0.2","0.05","1","2","50","100","60","0","100"
"313","1","1","0.1","0","0.95","1","Confinement simple","100","0.15","0.15","25","0.2","0.2","0.05","1","3","33.33333333333333","100","50","0","100"
"320","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"310","1","1","0.1","0","0.95","1","Confinement simple","122","0.1","0.1","31","0.15","0.15","0.05","1","2","50","100","50","0","100"
"322","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"318","1","1","0.1","0","0.95","1","Confinement simple","107","0.1","0.1","27","0.2","0.2","0.05","1","2","50","100","60","0","100"
"319","1","1","0.1","0","0.95","1","Confinement simple","100","0.1","0.1","25","0.3","0.3","0.05","1","2","50","100","71.42857142857143","0","100"
"323","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","1","1","100","100","66.66666666666666","0","100"
"311","1","1","0.1","0","0.95","1","Confinement simple","135","0.1","0.15","34","0.2","0.2","0.05","1","3","33.33333333333333","100","50","0","100"
"316","1","1","0.1","0","0.95","1","Confinement simple","118","0.1","0.1","30","0.2","0.2","0.05","1","2","50","100","60","0","100"
"324","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.1","0.1","0.05","1","1","100","100","50","0","100"
"321","1","1","0.1","0","0.95","1","Confinement simple","96","0.1","0.1","24","0.15","0.15","0.05","1","2","50","100","50","0","100"
"326","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.25","0.25","0.05","1","1","100","100","80","0","100"
"327","1","1","0.1","0","0.95","1","Confinement simple","72","0.05","0.05","18","0.15","0.15","0.05","2","1","100","100","66.66666666666666","0","100"
